true_answer,model_response
B,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Patient presented with imbalance on walking with eyes closed and has to lift up foot and stomp on ground to walk. The tract involved is:-
Options:
A) Spinocerebellar tract
B) Dorsal column tract
C) Lateral spinothalamic tract
D) Vestibulospinal tract
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g Ans. (d) Vestibo spinal tractsRef : Harrison's Internal Medicine 20th ed. / 3109* This patient presents with ataxia which occurs due to lesion in vestibular system.* Ataxic gait can be seen in lesions of cerebellum but this patient also shows loss of balance when he closes his eye i.e., veigo so it must be lesion in the vestibulo-spinal pathway.* In case of cerebello-pontine angle tumor there will be ipsilateral deafness along with veigo.* So, answer here is vestibulo- spinal tract.
Hence, the correct answer is D (VestibulOSPINAL TRACT). (c) LATERAL SPINO THALAMIC TRACT - carries pain & temperature sensation.(a) SPINOCEREBELLAR TRACTS - carry proprioception information from lower body to Cerebellum(b) DORSAL COLUMN MEDIAL LEMNICUS SYSTEM - carries vibration, two point discrimination, fine touch sensations(d) VESTIBULOSPIRAL PATHWAY - controls postural reflexes(e) TECTO SPINAL TRCT - controls arousal(f) RUBROSPINAL TRACt - excitatory motor control(g"
C,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: For which of the following, you will not perform pulpectomy?
Options:
A) Primary teeth with sinus tract
B) Primary teeth without successor
C) Primary teeth with furcation pathology
D) Pulpless primary teeth next to the line of a palatal cleft
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g Pulpectomy is indicated in case of pulpally involved tooth that has no chance of healing by root canal treatment (e.g., due to extensive caries). It can be done on all deciduous teeth except those with open apexes because they have potential for continued growth. The indications include:

Pulpal exposure during cavity preparation
Traumatic exposures
Root fracture involving crown portion
Recurrent infection after endodontic therapy

The procedure involves removal of infected tissue within the chamber and roots followed by irrigation and obturation using zinc oxide eugenol paste.

Reference- Sturdevant operative dentistry 7th edition page 310
Hence, the correct answer is D (Primary teeth with pulpless status next to a palatine cleft). (Note - In this condition, it would be better to preserve the vitality of the remaining part of the dental organ).
Hence the correct Answer is D ((Primary teeth with pulpless status next to a palatine cleft.). Ref: Sturdivent Operative Dentistry 8/e p311
Explanation: Indications for pulpotomy 

In cases where there is an incomplete formation of root structure, such as immature permanent incisors, premolars, molars, and"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: An elderly female presented with blockade, nasal discharge, diplopia and facial swelling. On examination, there is blackish discharge from the nasal cavity with necrosis of nasal mucosa, facial skin and palate. There is fixation of the right globe. There is elevated blood sugar and urinary ketones are positive.Which of the following would be the medication to be used in this patient?
Options:
A) Amphotericin B
B) Itraconazole
C) Ketoconazole
D) Broad spectrum antibiotics
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g This case scenario describes rhino-orbital-cerebral mucormycosis which occurs due to infection by fungi belonging to genus Mucor. It usually affects immunocompromised patients (diabetics). The treatment consists of amphotericicin B along with surgical debridement of affected tissues. Other antifungal drugs like itraconazole and ketoconazole have no role in its management.
Hence, the correct answer is A (Amphotericn B). (Note - Broad-spectrum antibiotic therapy may also be required because secondary bacterial infections often complicate mucormycois).
The image shows typical appearance of orbital apex syndrome caused by fungal sinusitis.
Orbital Apex Syndrome

Causes:

Tumors invading orbit through superior orbital fissure
Infection involving cavernous sinuses
Trauma causing fracture base of skull
Neurosurgical procedures on pituitary gland
Metastatic lesions in brain.

Clinical Features

Ptosis
Ophthalmoplegia
Pupillary changes
Visual loss
Headache
Fever
Proptosis
Facial pain
Numbness over face
Gait disturbance
Hypopituitarism
Hemiparesis
Hydrocephalus
Se"
D,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Video based question - AIIMS NICU - neonate shown on O2 with nasal prongs, not intubated, sister shown inseing a tube through the mouth, camera zooms in, 18 (calibration) mark seen, the other (green) end as of now not connected to anything, video ends, what is the procedure that is being done?VIDEO LINK:
Options:
A) Oral suction
B) Oropharyngeal suction
C) Nasogastric tube inse
D) Orogastric tube inseion
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g C i.e. Nasogastral tube inse The image shows naso gastric tube inse into noseQ. It has an inner diameter of >3mm & length <100cm. Inseion technique- Hold baby at 30deg head down position & pass it across soft palate. If resistance felt withdraw & reposition. Once past soft palate advance until balloon reaches stomach & inflate balloon by injecting air/saline. Suction can be attached once confirmed in correct place. Complications include aspiration, bleeding, pneumothorax, esophageal perforation, infection, sinusitis, malnutrition due to delayed feeding etc. Indications includes GI obstruction, vomiting, constipation, poor weight gain, suspected pyloric stenosis, gastroesophagal reflux disease, postoperative care after fundoplication surgery, enteral nutrition, decompression of bowel distension, diagnosis of Hirschsprung's ds., chronic diarrhea, abdominal pain, nausea/vomiting, small intestinal bacterial overgrowth, gastroparesis, dumping syndrome, achlorhydria, GERD, IBD, Crohn's ds. Contraindications includes peritonitis, severe respiratory distress, upper G.I bleed, recent oral/oesophageal/gastric surgery,"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Patient with carcinoma endometrium treated with pelvic external beam irradiation to whole pelvis. Which of the following organs is most radiosensitive in the pelvic region?
Options:
A) Ovary
B) Vagina
C) Bladder
D) Rectum
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g. The ovary has been shown to be one of the most radio sensitive structures within the body. It can tolerate doses less than 20 Gy before significant damage occurs. This makes it an organ at risk when treating cancers that involve this area such as cervical cancer, uterine sarcoma, vaginal cancer, rectal cancer, bladder cancer, prostate cancer, and lymphoma. Radiation injury to the ovaries may result in ovarian failure leading to amenorrhea and infertility. In women who have completed their family, radiation therapy may induce menopause. Women receiving chemotherapy also experience premature menopause due to alkylating agents (cyclophosphamide). These patients should receive hormone replacement therapy after completion of treatment. Patients who wish to preserve fertility must avoid both surgery and radiation to the abdomen/pelvis. Chemotherapy does not affect future reproductive potential unless high-dose regimens are used. High dose cyclophophamide (>6 g/m2), cisplatin (>100 mg/m2 ), procarbazine (>2000 mg/m3 ) and carboplatin (>800 mg/mq) all carry a small but definite risk of causing permanent sterility. Other drugs including bleomycin, busulfan, chlorambucil, l-aspar"
D,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Cranioveebral joint does not include:
Options:
A) Occipital condyle
B) Axis
C) Atlas
D) Wings of sphenoid
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g D i.e.,Wings of Sphenoide
Hence, the correct answer is D (Wings Of Sphenoid). (Ref: Gray's Anatomy The Anatomical Basics of Clinical Practice 41/e p- 350; Snell's clinical anatomy /7/e p 1079)
The craniovertebral joints consist of three articulations between the occiput, atlas vertebra, axis vertebra & upper cervical spine.
These are:

1. Occipito-atlantal joint

It consists of two synol surfaces that form an oval saddle shaped contact surface on either side of midline.

2. Atlantoaxial joint 

This is formed by superior articular facets of C1 with inferior articular facet of C2Q It is a pivot type of movement at this level allowing rotation to take place around transverse atlantica ligament which forms a ring around the dens of axis vertebra.
3. Suboccipitotransverse ligaments complex

Subocciptal part of skull base has paired lateral masses separated in front by anterior arch of atlas & behind by posterior arch of it. These lateral mass articulate with corresponding transverse processes of C I vertebra forming suboccipital triangle bounded"
D,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: For testing the statistical significance of the difference in heights of school children -
Options:
A) Student's t test
B) chi-square test
C) Paired 't' test
D) ANOVA
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 gates biostatistics 11th edition page no- 771 table 33.1, ref : p<0.05 is considered significant. here we have two groups so student t-test will be used.
Hence, the correct answer is A (Student's t Test). (Ref: Park 23rd/ed/pg 845; style=""font-size: 1.04761904761905em; font-family: Times New Roman, Times, serif"">)
The most commonly used tests to determine whether there is statistically significant differences between means of more than two independent samples are analysis of variance (ANOVA).
In this case since it’s just one sample before and after intervention paired ‘t’ test should be done.
If you want to compare mean height of different group then anova should be applied.
For example if you want see which gender has higher average height then you need to do unpaired t test.
So according to above explanation:

if comparing same data set before & after intervention → Paired T test
if comparing different data sets e.g., male vs female → Unpaired T test

Note - If number of variables >2 then Anova should b used instead of T test.

Also know :

Chi square test is used when outcome"
D,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: The deepest layer of cervical fascia is:
Options:
A) Vertebral
B) Carotid sheath
C) Deep fascia
D) Prevertebral fascia
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 ganski's Basic Radiology; 10th edition

Explanation: Ans. (d) Pre-vertebral FasciaRef: Gray's Anatomy 41st ed./Chapter 40* Cervical region has three layers of superficial fascia:# Superficial fascia# Investing layer# Pretracheal/Prelaryngeal fascia* There are two deeper layers of fascia in neck:# Pre vertebral fascial space# Midsagittal pre tracheo laryngeo pharyngea! fascia.* These spaces contain lymph nodes which can be palpated on examination.# Submandibular gland lies between investing & pre-tracheal fascias# Thyroid cartilage lies within pre-laryngealo-pharyngeao-pretrachea] fascia.Note:* Platysma muscle arises from subcutaneous tissue of anterior chest wall to insert into lower part of mandible & chin. It forms an important landmark during thyroid surgery because it marks the level at which superior thyroid artery crosses over onto the midline.
Hence, the correct answer is D (Prevertebral facsia). (Note - This question was asked with different set of options earlier)
Hence the correct answe is D(prevertebral"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: A 10–year old male child was presented to the pediatrician for evaluation of a seizure disorder. On examination a vascular plaque was found along the ophthalmic and maxillary divisions of the trigeminal nerve. The mother informed the pediatrician that the lesion was present since birth and there was no change in morphology. The most likely possibility is –
Options:
A) Sturge Weber syndrome
B) Infantile hemangioma
C) Congenital hemangioma
D) Proteus syndrome
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g Sturge-Weber Syndrome (SWS)
Hence, the correct answer is A (Sturge Weber's syndrome). I am sure you will agree with me on this one. If not then please let me know your reasoning so we can discuss it further.
Explanation: Vascular malformations

Vascular lesions may be divided into two groups : -

1.	True vascular malformation → These include capillary malformation, venous malformation & lymphatic malformation.

2.	Pseudo-vascular malformation (tumors) → Hemangiomas


The key point which differentiates between true vascular malformances and pseudo-vascular malformance (hemangiomas) is their natural history.


True vascular anomalies do not regress spontaneously whereas hemangiomas undergo involution.


So, if a patient presents at birth with a cutaneous vascular anomaly, it is either a congenital vascular malformaton or an infantile hemangiona. But, these two have distinctly different clinical features :-


Congenital vascular Malformations 

These are present at birth and grow proportionately with the growth of body i.e., they enlarge when the individual grows but do not decrease in size even after cessation of growth of the person. They never involute completely"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: The cribriform plate connects
Options:
A) Nasal cavity and anterior cranial fossa
B) Nasal cavity and orbit
C) Nasal cavity and oral cavity
D) Anterior cranial fossa and orbit
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 guyanese.com/cribri...html Cribriform Plate of Ethmoid Bone - Guyanees.comThe ethmoid bone is situated between the nasal cavity and the brain.It consists of two pas;1. A horizontal pa called crista galli2. An upper pa consisting of four pairs of thin plates which meet in front to form an irregularly shaped body.The superior surface forms most of the roof of the nasal cavities and contains numerous small holes through which pass the nerves that supply the lining membrane of the nose.These perforations give it a sieve-like appearance (hence its name cribra).It also has several air sinuses within it, including the middle concha sinus, the supreme frontal sinus, and the posterior ethmoids.
Hence, the correct answer is A (Nasal cavity and anterio..). (Ref: BD Chaurasia 7th edition Page no: 3)
Also know :Cribriform area is formed by the union of the lateral lamina of the ethmoid with the orbital plate of the frontal bone.Crista Galli is a median bony projection on the ethmofl bone forming the point of attachment for the olfactory lobes of the forebrain and pituitary gland"
B,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Which hormone has permissive role in pubey?
Options:
A) Leptin
B) GnRH
C) Insulin
D) GH
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g. i.e. (Insulin) (410- Ganong 22nd)* The onset of puberty is triggered by an increase in secretion of gonadotropins which stimulates growth of the ovaries or testes* In girls this leads to increased estrogen production that causes breast budding and widening of hips.* Estrogen also increases fat deposition around breasts and buttocks and promotes development of female secondary sexual characteristics such as menstruation, wider pelvis, more rounded shoulders, less muscle mass, softer skin, hairier legs and arms, and changes in body contours**In boys it results in enlargement of scrotum and penis due to testosterone action on these organs*** Pubic hair begins to grow at the time of peak LH pulse frequency during sleep. This may be related to high levels of insulin-like growth factor -1 secreted by adipose tissue during sleep* Growth spurt occurs after menarche and peaks just before completion of height gain. It is caused by increased secretion of growth hormone and IGF-I induced by sex steroids* **Leptin acts through hypothalamus to regulate pituitary function and thus controls reproductive functions. Its level rises with increasing age and reaches adult values towards end of childhood. Thus leptin does not play a direct role in initiation"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: In 4-years-old patient S-ECC is present with recurrent gingival swelling and pain in 61 and 62; what will be your   line of treatment:
Options:
A) Endodontic treatment
B) Restoration
C) Extraction
D) Fluoride application
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g Endodontics is indicated when pulp has been exposed to oral cavity (trauma), necrotized due to infection, infected by caries etc.

Eccentricity of crown may lead to occlusal trauma which can cause pulpal inflammation leading to endodontic pathology.
Hence, the correct answer is A (Endodontic treatment). (Ref: Textbook of Pedodontics - Ghai, 8th ed pg- 310)
 
Explanation:

S-ECC

Severe early childhood caries 

It refers to presence of one or more decayed (non-cavitated lesions) or cavitated lesions that have progressed to the dentin requiring restorative treatment of at least one primary tooth in a child younger than six years old.
The term severe ECC indicates an increased risk of progression of disease and potential need for extensive dental intervention.
Children who develop severe ECC often require multiple visits to receive necessary care.
In addition, children with severe ECC frequently experience significant anxiety related to their dental visit experiences because they must undergo repeated treatments over several months.
This fear can result in avoidance behaviors such as refusing future dental appointments.
Therefore, it is essential to identify these patients early so that preventive measures can be taken before the condition progresses further.
Treatment plan"
B,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: A middle-aged woman came to OPD with a twin pregnancy. She already had 2 first trimester aboion and she has a 3 years old female child who was born at the end of ninth month of gestation. Which of the following is her accurate representation? C = gravid, P = para?
Options:
A) G4P1 1+2+1
B) G4P1 0+1+2
C) G5P1 2+0+1
D) G5P0 1+0+2
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 gives information regarding number of completed pregnancies (gravida), number of live bihs (para), and number of spontaneous abortions (miscarriages). The numbers in parentheses refer to previous stillbihs. In this case, the patient's history indicates that she has been pregnant five times; however, one fetus died before term and another after term but before delivery. Therefore, she should be classified as having delivered two children alive and three dead fetuses. Her current pregnancy would therefore be considered her fifth pregnancy (G5).
Hence, the correct answer is D (G6P0 -1-0+21). (Ref: William's Obstetrics; 25th edition)
Hence the correct Answer is D ((G6/P0 -10/02). (REF: Williams obstetrics 23rd Ed ch:1 page no: 120). Explanation: Gravida refers to total number of complete pregnancies irrespective of duration. Para refers to those which have gone beyond 22 weeks of gestations and were bom alive or dead. Stillbih refers to death of foetus between 22weeks and birth. Abortion refers to expulsion of products of conception prior to 22wks. Ref : Dutta book of obsteics 7th Ed"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Property affected due to diameter of nerve fiber/axon?
Options:
A) Conduction velocity
B) Refractory period
C) Latency period
D) Amplitude
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 gates Physiologically, axons can be divided into three types based on their conduction velocities (CV). Type A fibers have CVs greater than 12 m/s; type B fibers range between 5-12 m / s; and C-fibers conduct at less than 2m/s. The largest-diameter fibers tend to be myelinated and therefore transmit signals more rapidly than smaller ones. In general, there is an inverse relationship between fiber size and frequency of firing. Smaller fibers fire in bursts with high frequencies, whereas larger fibers discharge infrequently but maintain activity over long periods of time. This may explain why pain sensation has such rapid onset and termination compared to touch and pressure sensations that require sustained activation of sensory receptors.Ref: Ganong&;s review of medical physiology;24th edition; page no:-162
Hence, the correct answer is A (Conduction velocity). (Ref: Ganongs review of Medical Physiology 24/e p163)The rate of propagation of action potential along a neuron depends upon its length, diameter & degree of myelinization.The longer the fibre,the slower it conducts impulses.Myelination increases the speed of impulse transmission by allowing current flow through nodes of Ranvier instead of flowing continuously down entire"
B,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Routine examination of a 17 years old asymptomatic boy reveals sho PR interval, and delta wave on ECG. The least effective measure for the boy would be:
Options:
A) Hotter monitoring
B) Treadmill stress test
C) Beta blocker
D) Reassurance
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g C i.e., Beta blockers
Hence, the correct answer is C (Beta blocker). (Ref: Nelson's 18th/ P- 1547; Ghai essential pediatrics 6/e p 410)
Delta waves in an asymptomatic patient with short PR interval suggests Wolff-Parkinson - White syndrome which has no need for treatment unless symptoms occur during exercise testing. In that case beta-blockers can be used to prevent arrhythmias.
Wolff Parkinson white Syndrome

It occurs due to congenital accessory electrical pathway between atria & ventriclesQ
ECG shows sho PR Interval (<120 ms), wide QRS complex (>0.12 sec) with slurred upstroke (delta wave).
In WPW patients who have syncope or palpitation during exercise, medical therapy may include b-blocker, calcium channel antagonist, amiodarone or digitalis.

Hotter Monitoring:

Indicated when there is history suggestive of paroxysmal tachycardia but it cannot be reproduced by exercise testing.
Treadmill Stress Test:

Is indicated if the child presents with chest pain or dyspnea at rest or during activity.
Reassurance:

Asymptomatic children with normal physical findings do not require further evaluation or"
B,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: A person after consuming raw eggs presents with weakness, fatigue & hypoglycemia. Doctor gave him vitamin tablets. Which enzyme deficiency is causing hypoglycemia in this patient:
Options:
A) Phosphoenol pyruvate carboxykinase
B) Pyruvate carboxylase
C) Glycogen phosphorylase
D) Glucose 6 phosphatase
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g. Ans. (b) Pyrvuate CarboxylasesRef: Harper's Biochemistry, 30th ed. pg. 172* The clinical features of the case suggest that it might be due to Vitamin B complex deficiency.* Amongst all vitamins, Thiamine has an important role in carbohydrate metabolism.* It acts as coenzyme for two enzymes:# Transketolase# Pyruvic decarboxylates* Deficiency causes Beri-Beri disease which can present with Hypoglycaemic symptoms.# So, the answer here would be Pyruvyte dehydrogenase/Carboxylate deficiency.* Other diseases caused by thiamin deficiency include Wernicke-Korsakoff syndrome and Peripheral neuropathy.
Hence, the correct answer is B (PyruvATE carboxvlase). (Optimal choice being D - Glucose-6-phosphate). (But since glucose-6 phosphate cannot be ruled out, we have marked pyruvat ecarboxylae as our final answer).
Hence the correct Answer is B ((pyruv ate carbox y lase ). (Option d also seems right but we will go ahead with Option b)
Note : Glucagon stimulates glycogenesis via activation"
D,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Mandibular fossa is a part of:
Options:
A) Mandible bone
B) Maxilla bone
C) Sphenoid bone
D) Temporal bone
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 ganshikar2011
Hence, the correct answer is D (Temporal bone). (REF: BD CHAURASIA'S HUMAN ANATOMY VOLUME 3 FIFTH EDITION Page no: 55)
Hence mandibular fossa is a pa of temporal bone.
Mandibular Fossa:

It is an irregular concavity in the base of skull formed by petrous portion of sphenoidal wing of temporal boner It lies between Foramen spinosum and Foramen ovale below to middle cranial fossa above it communicates with infratemporal fossa through the gap between lateral pterygoid plate and spine of spheroid.

Boundaries

Anteriorly- Lateral Pterigoid Plate & Spine of Sphenoide Body Posteriorly - Tympanic Surface of Petrosal Bone Medially- Carotid Canal Laterally- Foramen Ovale & Foramen Spinosa Floor Of Middle Cranial Fossa Roof Of Infratemporoal Fossa Base Of Skull
Hormone Receptors on Cell Membrane Hormones that act at membrane receptors have been classified into two groups based upon their structure and mechanism of action. The first group includes hormones"
C,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Which of the following scoring system is used for wound infection?
Options:
A) ASA score
B) SIRS score
C) Southampton score
D) Glasgow score
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g. Southampton scoreWound assessment tools include the Wound Bed Score (WBS), which includes tissue type, exudate amount, bacterial load, and edge quality; the Grading System by Fenton et al., which uses redness, edema, pain on movement, breakdown, and discharge to grade wounds into four categories; and the Southampton grading tool, which assesses wound size, depth, location, and presence of necrotic tissue, slough, granulation, epithelialization, and exudates. The most commonly used classification systems in clinical practice are those developed by Lundholm and Larsson and Winter. These two scales use different criteria but both have five grades that describe increasing severity of wound healing impairment. In addition, there are several specific scores designed to evaluate burn injuries such as the Paediatric Burn Wound Assessment Tool (PBWAT). This scale evaluates six parameters including erythema, induration, blistering, eschar formation, adherence, and re-epithelialisation. It has been shown to be reliable when compared with the Lund-Browder diagram. Ref - Bailey and love surgery 27e p7, Wikipedia
Hence, the correct answer is C (Southampton score). (Note - There is"
C,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: A 10 years old boy came to emergency with complains of severe pain in right scrotum that is not relieved for the past 1 hour. On examination, testicular torsion of the right side is suspected. The surgical intervention should be:
Options:
A) Immediate scrotal exploration of the affected side and operate opposite side if symptomatic
B) Delay exploration and operate opposite side if symptomatic
C) Immediate exploration of the affected side and operate opposite side even if asymptomatic
D) Delayed exploration on the affected side along with the opposite side even if asymptomatic
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
  
Explanation: Ans. (a) Immediate Scrotal Exploration of Affected Side & Operate Opposite Side If SymptomaticRef: Bailey and Love Page 1407* Testicular Torsion - MC between age group 12-18 yrs.* Painful swelling in scrotium which does not reduce on elevation of testis.* Prehn's sign positive i.e., pain increases on handling the testicle after applying warm water.* USG shows absent vascularity.* Doppler study confirms absence of flow through testicular artery.* Treatment - Emergency surgery within 6 hours will save the testes otherwise it has to be removed.* Intraoperative finding - Blue discoloration of testicles due to thrombosis of pampiniform plexus of veins.* Color doppler ultrasound is IOC for diagnosis of testicular tumor.Treatment OptionsOptionDescriptionImmediate scrotectomyExploration of both sides immediately without delay; this may lead to unnecessary orchidopexy in some patients.Delayed scrotoscopyDelaying the procedure by few days; this can result in loss of already ischemic testis.Immediate scrotscopy + contralateral prophylactic orchidopyxyEmergency operation followed by prophylaxis of the healthy testis by fixation"
B,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: In a non-diabetic high risk pregnancy the ideal time for non stress test monitoring is:
Options:
A) 48 hrs
B) 72 hrs
C) 96 hrs
D) 24 hrs
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g B i.e., 72 hours
Hence, the correct answer is B (72 hrs). (Ref: Textbook of Obstetrics D C Dutta 6th ed pg 331; Williams Obs 22nd/ p- 401)
Non Stress Test

The most common method used to assess fetal well being in late gestation is NST.
It can be performed by an external Doppler transducer placed on the maternal abdomen over the fetal head or body.
Fetal heart rate accelerations above baseline >15 beats per minute lasting at least 15 seconds should occur within 20 minutes after starting the observation period.

Indications:

To confirm normal FHR pattern when there has been previous abnormal testing
When there have been changes in antepartum Hb levels or platelet count
In cases with suspected IUGR
For women who develop hypertension or proteinuria during pregnancy
As part of biweekly surveillance in diabetic patients
After delivery of a stillborn fetus to rule out concealed abruption
If there is suspicion that the baby may have suffered brain damage before death due to placental insufficiency
Following termination of preterm labor if it was associated with meconium staining of amniotic fluid
During bed rest for PPH or post"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Which drug causes flagellate pigmentation of skin?
Options:
A) Bleomycin
B) Minocycline
C) Vincristine
D) Daunorubicin
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g. (Ref KDT 6/e p816; Katzung 10th/ e p1078)Minocyclin is an antibiotic which can cause blue black discolouration of teeth in children.Minocyclines also produces hyperpigmentations resembling those seen with Addison's disease but more diffuse and irregular than that caused by ACTH deficiency.The pattern may be reticulate, macular, blotchy, mottled, or streaked, often involving sun-exposed areas such as the face, neck, hands, forearms, and anterior chest. The lesions usually fade over time after discontinuation of therapy.Bleomycins are antitumor antibiotics used to treat Hodgkin lymphoma, testicular cancer, and certain types of head & Neck cancers.Vincristin is a vinca alkaloid used in chemotherapy.Daunorubucin is anthracycline derivative used in treatment of acute leukemia.
Hence, the correct answer is B (Minoccycline). (Ref: Goodman Gillman 12/e pg 1729-30)Flagellated Pigmentation - Seen with minocyclene, it appears like Addisonian Hyperpigmentation but is more diffuse, irregular and involves exposed area like forehead, neck etc."
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Mesial marginal developmental groove is seen in
Options:
A) Maxillary 1st premolar
B) Mandibular lateral incisor
C) Maxillary lateral incisor
D) Mandibular 1st premolar
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g Mesio-buccal grooves are present on maxillary first molar & second molar teeth; mesiolingual grooves occur on maxilliary central incisors, maxillary lateral ineisors, mandibular canines, mandiublar premolars (except lower left), upper molars except third molars.

Ref : Textbook of endodontics Nisha Garg pg-8
Hence, the correct answer is C (Maxillary lateralincisor). In case of doubt go for maxillary laterals because they have both mesial marginal and disto-mesial marginal grooves.
Hence it is option c that is correct.
Mandibular Lateral Incisor has Distolingual Groove.
Mandiublar First Premolar has Distobuccal Marginal Ridge.
Maxillary Second Molar has Mesio buccal Margina Ridge.
HENCE THE ANSWER IS MAXILLARY LATERAL INCISOR.
Reference :
Text book of Operative dentistry Sridhar Premkumar page no 18
Oral radiology White and Pharaoh 7th edition Page no 168
Sturdevant operative dentistry 6th ed pno 25
Endodontic Micro"
