true_answer,model_response
B,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Which of the following drugs can be stopped abruptly without any withdrawal symptoms?
Options:
A) Esctilaopram
B) Fluoxetine
C) Fluvoxamine
D) Seraline
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g B i.e., Fluoxetine- SSRIs (Fluoxetine & Paroxitene) have long half lifeQ - so they do not require tapering off when discontinued.- Other antidepressants which may also be used in depression include bupropion, venlafaxine, mirtazapine, amineptine, maprotiline, reboxetine, tricyclics like imipramine, desipramin, clomipraminem etc.
Hence, the correct answer is B (Flouxetiene). (Ref: Harrison's Principles of Internal Medicine 18th ed / Chapter 392e-1)
The pharmacological treatment of major depressive disorder includes both nonpharmacologic and pharmacologic interventions. Pharmacotherapy has been shown to produce significant improvement in patients with moderate-to-severe unipolar major depressive episodes; however, it does not guarantee remission. The most commonly prescribed medications for acute-phase treatment of MDD are selective serotonin reuptake inhibitors (SSRIs), but many clinicians use dual-action agents such as SNRIs, TCAs, MAOIs, atypical antipsychotics, and lithium salts during this phase. In addition, some studies suggest that augmentation strategies using"
C,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Keyhole-shaped visual field defect is seen in lesion involving which of the following regions?
Options:
A) Optic disk
B) Optic chiasma
C) Lateral geniculate body
D) Occipital lobe
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g B i.e., Optic Chiasm
Hence, the correct answer is B (Optic chiasm). The optic chiasmal syndrome consists of bitemporal hemianopia with macular sparingQ; central scotoma; contralateral homonymous upper quadrantanopia; temporal hemianopic pupillary reaction to light; alexia without acalasia; anosognosia; and superior bitem poral hemiachromatopsia. It occurs due to pressure on the optic chiasm by suprasellar aneurysms & pituitary adenomas etc.
Hence it is important to know that Visual Field Defect Seen In Lesions Of Optic Nerve Is Black Spot Central Scotomata And Arcuate Scenoma Q. While Visual Field Loss Due To Lesion At Junction Between Retina & Optic Disc Is Called Tubular Vision Or Hemianopia Benigna Q.
Visual Field Defects Caused By Lesions Along The Pathway From Optic Disk To Primary Visual Cortex Are As Follows :-

Lesion Site

Visual Field Affected


Optic nerve

Black spot central scotomy and arcuate scenoma


Retinal artery occlusion

Superior altitudinal hemianopiac"
B,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Mw vaccine is prepared from:
Options:
A) Mycobacterium bovis
B) Mycobacterium indicus pranii
C) Mycobacterium welchii
D) Mycobacterium tuberculosis
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g. (Mycobacterium wlehi) (108- Park 19th)* The MW Vaccine - It was developed by MacFarlane in 1941 using an avirulent strain of Cl. Welchii (Cl perfringens). This has been used extensively in Britain but its use declined after introduction of DPT vaccines.* BCG vaccine - Live attenuated vaccine derived from virulent human type strain H37 Rv grown on a synthetic medium at pH 6.8* TT vaccine - Whole cell killed toxoid adsorbed to aluminium phosphate or hydroxide*** DT vaccine - Toxoids + diphtheria & tetanus toxoids combined with pertussis antigen (Pertussis toxin)***
Hence, the correct answer is C (Mycoplasma welchII). (Note: Cl wellchi is also known as mycoplasma wellchi).
The most common cause of post vaccination reaction due to live bacterial vaccines is BCG followed by oral polio vaccine and measles vaccine.
BCG vaccine causes local lymphadenopathy which may be tender and even ulcerate. Infection can occur if immunocompromised patients receive this vaccine.
Intramuscular injection of BCG produces more severe reactions than sub"
C,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Vitamin D toxicity is treated with
Options:
A) Chloroquine
B) Hydroxycholoquine
C) Dexamethasone
D) Ketoconazole
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g. i.e. (Ketoconazole) (410 - KDT6th)* Treatment of vitamin D intoxication includes stopping intake of high doses of vitamin DSymptomatic patients may require treatment to reduce calcium levels* The drug used in this condition is ketoconazoleside effects include nausea, vomiting, anorexia, polydipsia, hypercalciuria, pancreatitis, renal failure, and death.* Other drugs that can be used are glucocorticoids, phosphate salts, bisphosphonates etc** Bisphophonate therapy has been shown to decrease bone turnover markers and increase BMD at all sites measured by DXA*** In addition, it decreases biochemical indices of mineralization such as serum alkaline phosphatase activity and urinary N-telopeptide excretion**
Hence, the correct answer is D (Ketokonazole). (But please keep in mind that no specific antidote exists for vitamin D overdose.)Vitamin D ToxicitySymptoms of excessive amounts of calcitriol include:* Hypercalcemia* Kidney stones* Abdominal cramps* Weakness* Fatigue* Thirst* Increased urination* Confusion* An irregular heartbeat* Worsening diabetes mellitus* Headache* Dry"
D,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Cystinuria is characterised by –
Options:
A) Generalised aminoaciduria
B) Systemic acidosis
C) Deposition of cystine crystals in Renal tubular cells
D) Recurrent urinary caliculi
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g) Inherited form of renal stone disease (cystinuria) results due to defective reabsorption of cysteine in PCT. It causes formation of stones composed mainly of cystein monohydrate with occasional presence of calcium oxalate and uric acid.

Harshmohan textbook of pathology pg no-671
Hence, the correct answer is D (Recurrent urinary calicii). Note - Option c is incorrect because deposition occurs in interstitium & not in RBCs.
Hence among the given options d i.e., recurrent urinary calculi is the most appropriate answer.
Option e

In hereditary hypercalciuria there will be increased excretion of calcium in urine which may lead to nephrocalcinosis and kidney stones.
The commonest cause of idiopathic hypercalcemia is primary hyperparathyroidism.
Hyperoxaluria leads to development of calcium oxalate stones.
Excess absorption of dietary protein can result in excess production of ammonia that combines with ammonium magnesium phosphate to produce struvite stones.
Increased levels of uric acids can precipitate out at acidic pH resulting in uric-acid stones.
Hypomagnesemia increases risk of developing calcium oxolate stones.
Al"
B,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Patient with PPF transfusion complaint of breathing difficulty, tachycardic, tachypnia, Had Batwing sign present in X-ray. What will be the possible reason?
Options:
A) Transfusion related lung injury
B) Due to overload of PPF
C) Acute renal tubular acidosis
D) Hemoglobinuria
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g A (Transfusion Related Lung Injury): Ans is 'a' i.e., Transfusion Related lung injury o The clinical picture described by patient suggests diagnosis of TRALI.o In this condition there occurs non-cardiogenic pulmonary edema due to capillary leak syndrome caused by antibodies against HLA class I & II molecules on platelets,o It usually presents within six hours after blood product administration and has characteristic radiological features - Bilateral fluffy infiltrates that progress rapidly to complete anoxia and death if untreated.Clinical FeaturesRadiographic Findingso Tachy pnea, dyspnoea, fever, hypotension, cyanosis, rales, wheezing, chest pain, respiratory distress.o Chest x ray shows bilateral patchy infiltrate which may appear similar to ARDS but does not have ground glass appearance.Treatmento Treatment consists of immediate discontinuation of all blood products and supportive care including oxygenation and mechanical ventilation.o High frequency oscillatory ventilation can also be used.Management of patients at risk for developing TRALIo Patients who develop symptoms consistent with TRALI should receive high flow supplemental oxygen via face mask immediately.o If no improvement is seen within three minutes, intubation should occur.o Mechanical ventilation should include positive end-expiratory pressure (PEEP"
C,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Fingerprinting (FINDER) involves recording prints of 8 fingers. Which finger pair is excluded?
Options:
A) Ring finger
B) Thumb
C) Little finger
D) Middle finger
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g. i.e. (Little finger) (2-3 - Essentials of Forensic Medicine & Toxicology by KS Narayan Reddy 29th)* The fingerprint system in India has been revised to include all eight fingerprints instead of ten.* This new method is called ""Finder"" which stands for Finger Print Identification System* It includes left index, right index, left middle, right middle, left ring, right ring, left little and right thumb**The pattern on the fingertips can be classified into three main types:- Loops (70%) - Most common type.- Whorls (25%)- Arches (<5%)
Hence, the correct answer is C (Littlefinger). (Ref: Textbook of forensic medicine and toxicology; Krishnan Vij page no. 6)
Forensic Medicine and Toxicology
Explanation: * In most countries including USA, Canada etc., it is customary to take impressions of both thumbs and one additional digit from either hand. Thus, there will be total 10 digits taken for comparison with those found at crime scene. However, in India, since 2009, an amendment was made to the existing law that now requires taking impression of all 10 fingers. Hence, this is known as finder system. **In case of"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: In Galactorrhoea--amenorrhea syndromes, which is the investigation you should advise (apa from serum prolactin)?
Options:
A) TSH
B) LH
C) hCG
D) Urinary ketosteroids
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g. Thyroid function test is done in galactorrhea-amenorrhoea syndrome to rule out hypothyroidism because it can cause hyperprolactinaemia. Hyperprolacticnemia causes both galctorrhea & amenorrea. Causes of Hyperprolatcinemia Drugs causing Hyperprolatinemia Dopamine receptor blockers like chlorpromazine, haloperidol etc. Antidepressants like tricyclic antidepressant drugs Reserpine MAO inhibitors Opiates Phenothiazines CCBs Anti emetics Metoclopramide Domperidon Bromocriptine decreases Prolactin levels by inhibiting D2 receptors. It is used in treatment of hyperprolacitonaemia. Other causes of Hyperplacitonemia Pituitary adenoma Hypothyroidisni Renal failure Chronic renal disease Chest wall lesions Head trauma Pregnancy Breast stimulation Mastectomy Surgery on chest wall Malignancies Lungs Pancreas Stomach Small intestine Gall bladder Liver Bone metastasis CNS disorders Encephalitis Multiple sclerosis Stroke Brain tumours HIV AIDS SLE Idiopathic
Hence, the correct answer is A (TSH). (APA - American Psychiatric Association). The APA has published guidelines that recommend screening"
C,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Rooting reflex also known as search reflex disappears:
Options:
A) 2 month
B) 3 month
C) 4 month
D) 5 month
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g B i.e., 3 monthsReflexesDisappearsRooting reflex (search reflex)By 8-10 weeks of ageMoro's reflexBy 6 -7 monthsAsymmetric tonic neck reflex & symmetric tonic neckBy 9-12 monthsPalmar grasp reflexBy I year of ageParachute reactionBy 1 yr of ageLandau reflexBy end of second year of lifeHence, the correct answer is B (3 month). (Ref: Nelson Textbook of Pediatrics 17th edition Page 65)
Hence root reflex disappear by 3rd month of age.
Hence it is option b, i.e. 3 Month
Note : Moro’s reflex disappears at 6 – 7 months of age
Hence,
Rooting reflex → Disappear by 8–10 week of age (i.e. By 2nd month).
Moro’s reflex → Disappearance occurs between 16 to 25 weeks of postnatal age (between 4th to 6th month).
Search reflex / rooting reflex → It appears in utero and persists until approximately 8 weeks after birth.
It helps newborns find their mother’s nipple so that they can feed on her breast milk.
The baby"
B,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Migratory motor complexes in the gut reappear after intervals of:
Options:
A) 60 minutes
B) 90 minutes
C) 120 minutes
D) 150 minutes
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 gut motility is controlled by enteric nervous system which has both excitatory & inhibitory neurons.the rhythmic activity of intestinal smooth muscle is called migrating action potential.the frequency of these potentials varies with location along GIT.it occurs at regular interval every 80-100 min.this phenomenon is known as MMC (migrating motor complex).it stas in stomach& moves down to ileocecal valve.in fasting state it helps in clearing luminal contents into colon but during eating phase this process stops due to presence of chyme in duodenum.its absence leads to bacterial overgrowth syndrome. ref : guyton and hall textbook of medical physiology 12 edition page number: 442,443,444
Hence, the correct answer is B (90 minutes). (Ref: Guyton Physiology 10th ed pg 446; Ganong's Review of Medical Physiology 23rd Ed Ch. 30.)Migrating Motor Complexes (MMCs):The gastrointestinal tract normally empties its contents within 2–3 hours.The migrating motor complex (MMC), also known as the interdigestive contraction, is an electrical and mechanical event that originates in the stomach and travels distally through the small intestine.It consists of three phases.Phase I is characterized by qu"
B,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: For which of the following is PPV-23 is most beneficial:
Options:
A) Cystic fibrosis patient
B) Sickle cell anemia patient
C) Patient with recurrent rhinitis and sinusitis
D) Child less than 2 years
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g. Pneumococcal conjugate vaccine (PCV7/Prevnar): It contains polysaccharide capsule of seven serotypes (1,3,4,5,6,7 &19F). The vaccine has been shown to be highly effective in preventing invasive pneumococci disease in children younger than two years of age. In this group it induces antibody levels that prevent colonization by the vaccine strains. This prevents transmission within families and communities. PCV7 should be used routinely in all infants at ages 2,4,& 6 months. A booster dose may be considered if there is high risk of infection such as sickle-cell-disease, hereditary immunodeficiency, CSOM etc. b. Pneumo-cocal poly-sa-charid-al conju-gate vax ine (PPSV23/Pneumovax23): Contains capsular antigens of 23 different types of Streptococcus pneumoniae. It can be administered to persons older than 65 yrs; those between 2 -64yrs who have underlying chronic medical conditions like diabetes mellitus, CHF, COPD, alcoholism, cerebrospinal fluid leak, splenectomy, coeliac disease, nephrotic syndrome,"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Most common mediastinal tumor:
Options:
A) Neurogenic tumor
B) Thymoma
C) Lymphoma
D) Bronchogenic cyst
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g Ans: (a) NeurogenictumorRef: Sabiston Textbook of Surgery, 20th edition, Page 1549Most Common Mediastinal TumorsLocationMalignantBenignAnteriorThymic tumors* Malignant thymomas* Thymic carcinoid* Germ cell tumors* Thyroid cancer* Lymphoproliferative disordersMediastinum parathyroid adenomaMiddleLymphangiomas* Cystic hygroma* Pleuropericardial cystsPosteriorNeurogenic tumors* Schwannomas* Neurofibromas* GanglioneuromasMesenchymal chondrosarcomaPleural mesotheliomaGerm cell tumorsBronchogeniccystsPericardiomegaly
Hence, the correct answer is A (Neurogetic tumor). (Ref: Harrison's Internal Medicine > Chapter 10. The Alimentary Tract & Pancreas > Section V. Esophagus > E. Benign Neoplasmsof the Esophaguso Inflammatory Disorderso Motility Disorders> ""The most frequent benign esophageal neoplasm is leiomyoma; it accounts for approximately 50% to 75% of all"
B,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: CYP50 inhibition is least by:
Options:
A) Pantoprazole
B) Rabeprazole
C) Lansoprazole
D) Omeprazole
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g Ref; KD Tripathi Pharmacology 7th edition (page no; 656)
Hence, the correct answer is B (Rabeprazle). (Ref:KD tripathi pharmacology 6/e p655-56 table 66.1). All PPIs inhibit cyp2c19 except rabeprizole which inhibits it minimally.
Hence the correct Answer is B - Rabepra...le. (Ref : KD Tripatih 7/ed p.656). Explanation: The metabolism of omeprazol e in humans occurs mainly via the cytochrome P450 enzyme system, paicularly CYP2C19 and to a lesser extent anabolic metabolite 5-hydroxyomeprazole by CYP3 A4. In vitro studies have shown that all proton pump inhibitors including pantaprazole, lansoprazol e, esomerpzrole, raebeprozale and tenatpazo le are competitive inhibitors of CYP2060 with Ki values ranging between 10 nM and 100nM. However, there was significant variation among these compounds in their ability to inhibit this enzyme at clinically relevant concentrations. For example, while both pant"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Cherry red spot and Hollenhorst plaque are seen in:
Options:
A) CRAO
B) CRVO
C) Branch RAO
D) Branch RVO
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g A (CRAP) Ref: Khurana's Comprehensive Ophthalmology, 6th edition, page- 274Explanation:CRAOCentral retinal artery occlusion is caused by embolus to central retinal arterymost common cause of acute loss of vision in young adultsClinical featuresSudden painless monocular visual lossVisual acuity less than 20/200Papilledema with cherry-red foveaHollenhorst plaques - cholesterol crystals on retinaTreatmentThrombolytic therapy within 12 hours of onset of symptomsPanretinal photocoagulation if ischemic optic neuropathy is present
Hence, the correct answer is A (CRAO). (Ref: Khuranas Comprehensive ophthalomogy, 5/e p273; Yanoff & Duker 2/e p1079-1080)Central Retinal Artery OcclusionCauses* Emboli > thrombi* Most commonly due to carotid disease* Other causes include:- Carotico-cavernous fistula,- Giant cell aeritis,- Sickle cell crisis,- Prostatitis,* Migraine.* Thromboembolic events such as amaurosis fugax may precede complete obstruction.Clinical Features"
B,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Which of the following structure is not present on floor of third ventricle?
Options:
A) Optic stalk
B) Third nerve
C) Infundibulum
D) Mammillary body
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g B i.e., Third Nerve Floor (basal surface) of thalamus contains medial dorsal nucleusQ; subthalamic nuclei & hypothalamus. The structures seen in floor of 3rd ventricles include - optic tract, infundibulammmillar body complex, posterior commissure, maxillaery bodies, tuber cinereum, mammillo-thalmic tract, choroid plexuses, pineal gland, colliculi superior & inferior, cerebral aqueduct, crus cerebri, substantia nigra, red nucleus, subthalamus, hypothalamuS, epithelial lining of 1st ventrile, fornix, stria terminalis, internal capsule, anterior limb, genu & retrolenticular pa of external capsule, globus pallidus, putamen, caudate nucleus, amygdala, hippocampus, fimbria, choroidal fissure, tela choroidea, velum interpositum, lamina affinis, habenula, pinea!&cysteine, colliouIi, tectum mesencephali, corpora quadrigemina, crura cerebrosi, tegmentum meseneph"
B,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: According to the WHO definition of hearing loss, what is the value to classify as profound hearing loss?
Options:
A) 61-71 dB
B) >81 dB
C) >91 dB
D) >101 dB
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g. (>90dB)
Hence, the correct answer is C (>91 dB). (Ref: Textbook of diseases of ENT, PL Dhingra, 7th edition, pg no. 21)WHO classification of Hearing LossMild30 -45Moderate46-60Severe61-70Profound>80
Hence the correctanswer is C (<=>91 dB ). (Textbook of Diseases of Ear, Nose & Throat, P.L.Dhingra;6th ed page 20)Classification of Hearing Impairment in AdultsPure tone average at better ear0-25 dB26-40 dB41-55 dB56-70 dB71-90 dBMore than 90 dBNo significant impairmentSlight impairmentModerate impairmentMarked impairmentProfound impairment
Hearing Thresholds in Decibels (dB HL)Normal RangeMild Moderate Severe ProfoundBetter earAveragePoorer earAverage0-2515-2551-5556-7071-9090+Lip readingNoneSomeSometimesAlwaysSpeech Discrimination100%95%-85%75%-65%50%-35%
Hence it is difficult to decide between B and C but according to WHO criteria, pure-tone threshold greater than 91"
C,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Major aim of phase 1 clinical trials is:
Options:
A) Safety
B) Efficacy
C) Dose
D) Pharmacokinetics
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g A (Safety): Ref: 8th/111-112; 7th /108Phase I Clinical Trial* First in human trial* Done on healthy volunteers* Aim - to find out maximum tolerated dose & toxicity profile.* Phase II done after completion of phase I* Phase III done after completing both phases I&II* Phase IV done after marketing drugClinical TrialsPhasesPurposeNumber of participantsPhase IInitial safety study20-1000Phase IIProof of concept50-300Phase IIIConfirm efficacy500-30,000Phase IVPostmarketing surveillance10,000s-100,000
Hence, the correct answer is A (Safe). (Ref: KDT 6/e p110)The major aims of phase lclinical trials are to determine the maximally tolerated dose, identify dose limiting toxicities, assess pharmacokinetic parameters such as t 1/2, clearance etc., and obtain preliminary information regarding bioavailability.Phase ll studies are designed primarily to evaluate the therapeutic activity of new drugs while assessing their safety profile.Phase Ill studies are conducted to confirm the efficacy of a drug compared with an active control agent and/or placebo in large numbers of patients.Phase Iv studies are post-marketing surveillances that monitor adverse events, long-term side effects"
B,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: The blood pressure data of 200 persons were collected. The first quaile BP of the data was 94 mm Hg and third quaile was 110 mm. How many patients have blood pressures between the 3rd and 4th quaile?
Options:
A) 25
B) 50
C) 100
D) 200
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g) First quaile (Q1): Value below which 25% of observations lie Third quaile(Q3):Value below which 75 %of observation lies Q2 is median i.e., value below which half of the values lie So, in this case, 150 people will be having their B.P. between 94-110mmHg.
Hence, the correct answer is C (100). (+)ve sign indicates that it is above the median whereas (-)sign indicates that the value is less than the median. Median = Q2= middle value when all values arranged in ascending order of magnitude. If total number of values is odd then median is equal to middle value otherwise average of two middle values. For example if we arrange 5 numbers in increasing order : 10,15,20,30,40 then median would be 20 because it is exactly at the center. But if we take same set with one more element like {6} so now our sequence becomes 10,15,18,20,30, 40. Now since there are six elements, therefore median is an average of 18 & 20 both which equals 19.
Median is also known as measure of central tendency. It has some impoant"
C,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Which of the following defines the pressure in the vascular system in the absence of blood flow? (Asked twice)
Options:
A) Pulse pressure
B) Critical closing pressure
C) Mean circulatory filling pressure
D) Perfusion pressure
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g C i.e., Mean Circulation Filling PressureMean circulation filling pressure is defined as the average aerial pressure when there is no blood flowQ.The mean circulation filling pressue can be calculated by adding one-third systolic BP to two-thirds diastolic BP.Mean circulation filling presure = One third Systolic + Two Thirds DiastoleBP= 120+2/3x80=100mmHgPulse pressure is difference between systolic & diastole.Blood flows through vessels at an arterial pressure that averages approximately 98 mm Hg during rest.Critical closing pressure is the minimum negative intravascular pressure required to stop blood flow.Perfusion pressure is equal to MAP minus interstitial fluid colloid osmotic pressure.Pressures within the cardiovascular systemThe pressures within the various components of the cardiovascular systems vary greatly depending on their location and function.Aerial System - The highest pressure occurs in the aoa with values ranging from 90-140 mm Hgg during systole and 70-110 mm Hig during diastolae.In general, systolic pressure decreases distally along the major branches of the aoic tree until it reaches the level of the anterior tibial aery where it measures less than 50 mm Hgi.Di"
C,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Best parameter for ultrasound evaluation of IUGR is:
Options:
A) Placental membrane
B) Length of femur
C) Abdominal circumference
D) BPD
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 growth restriction in utero (IUGR). The most common cause of fetal growth restriction is placenta insufficiency. Other causes include maternal vascular disease such as preeclampsia, chronic hypertension, systemic lupus erythematosus with antiphospholipid antibodies, renal disease, smoking, cocaine use, poor nutrition, and multiple gestations. Fetal factors that may contribute to IUGRs include chromosomal abnormalities, congenital malformations, twin-twin transfusion syndrome, Rh isoimmunization, and post-term pregnancy. Ultrasound parameters used to assess fetal bih weight include biparietal diameter (BPD), head circumference (HC), abdominal circumference (AC), and femur length (FL).
Hence, the correct answer is C (Abdominal circulation). (Ref: Textbook of Obstetrics D.C.Dutta 6th edition page no-310)
The American College of Radiology recommends using the abdominal circumference measurement alone when assessing for intrauterine growth restriction because it has been shown to be more accurate than the biparietaldiameter or femurlength measurements alone. In addition, the abdominalcircumference can detect asymmetric IUGRand predict neonatal morbidity better than either symmetric IUGRo r"
C,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: In a child, surgery was done for biliary stricture with hepatojejunal anastomosis. Postoperative bilirubin level after 2 weeks was 6 mg/dL from a preoperative level 12mg/dL. The reason for this could be:
Options:
A) Normal lowering of bilirubin takes time
B) Anastomotic stricture
C) Delta bilirubin
D) Mistake in lab technique
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 gans (Hepatocytes). Bilirubin is then conjugated by UGT1A1 to form monoglucuronide biliprotein complexes that can be excreted into bile. These complexes consist of one molecule of unconjugated bilirubinate bound to two molecules of glucuronic acid. Conjugation occurs within vesicles called canalicular vesicles. Once formed, these vesicles fuse with the apical membrane of hepatocyte cells and release their contents directly into the lumen of the bile ducts. This process is known as primary active transpo. Bile salts also play a role in regulating the flow of bilir ubin through the liver. They bind to the ABC half-transporter protein on the basolateral surface of the hepatocyte cell membrane. When there is sufficient intracellular concentration of UDP-gluc uronyl transferase enzyme, it binds to the cytoplasmic side of the ABC transporter protein. This causes conformational changes in the protein structure which allows binding of the complex to another ABC transport protein located at the apoplastic side ofthe membrane. This second ABC protein forms a heterodimer with the first ABC protein and together they undergo fuher structural changes allowing them to span both sides of the"
B,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: In alpha-thalassemia trait,electrophoresis shows:March 2005
Options:
A) Increased HbF and normal HbA2
B) Normal HbF and normal HbA2
C) Normal HbF and decreased HbA2
D) Decreased HbF and normal HbA2
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g
Hence, the correct answer is B (Normal Hb F and normal HB A2). (Ref: Robbins Pathologic Basis of Disease, 8th edition, Chapter 6)
Hence the correct Answer is B i.e., Normal Hbf and normal hbA2 Ref Robbins Pathology 7/e p661-662
HemoglobinopathiesHemoglobins are tetramers composed of two pairs of globin chains; in humans, there are six different types of globins that can be combined to form hemoglobin molecules.Hemoglobin A (normal adult hemoglobin), which contains 2a-chains and 2 b-chains, accounts for more than 95% of circulating hemoglobin.The most common abnormal hemoglobin is sickle cell hemoglobin (HbS), an example of a structurally altered mutant protein caused by replacement of one amino acid residue within the b-chain with another.A number of inherited disorders result from mutations affecting either the synthesis of globulin chains or their assembly into functional hemoglobin tetram ers.These include thalas semias, which represent a spectrum of clinically related but genetically heterogeneous hereditary hemolytic anemia s associated with reduced amounts of specific g lobin chains.In general, these conditions reflect"
C,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: In assessing infant deaths, Ploucquet's test involves:
Options:
A) Change in specific gravity of lungs
B) Presence of air in stomach and duodenum
C) Change in paial weight of lungs
D) Air in middle ear
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 giving answer as A i.e. Change in Specific Gravity Of Lungs
Hence, the correct answer is A (Change in specificgravity of lungs). (Ref: Textbook of Forensic Medicine & Toxicology; Vishnu Mohan Reddy; 5th edition; Page no: 55)
Hence change in specific gravities of lung indicates that it was born alive and died soon after bih.
Ploucquets Test

It is used to determine whether an infant has been bom dead or lived for some time before death.

The test depends on the fact that when the lungs float on water they indicate that they have become aerated with air during life.
In this test, the freshly removed lungs are weighed while wet and then dried at 70-80°C until constant dry weights are obtained.
Then their difference in weight gives the amount of fluid absorbed by them.
If the ratio between the wet and dry weight exceeds 3.2, it shows that the child had breathed before birth.
This method can be applied up to 24 hours after delivery but becomes unreliable thereafter because of putrefaction changes in the lungs.
Hence the correct choice here is A, which refers to ""change in specific gravity of lung"". 
Other methods to assess"
