true_answer,model_response
B,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Highest concentration of desmosomes are seen in which location?
Options:
A) A
B) B
C) C
D) D
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g Option b is correct because it shows highest number of desmomes (intercellular adhesion). Desmosome - intercellular junctions that anchor intermediate filaments to plasma membrane Gap Junction - Intercellular channel through which ions & small molecules can pass directly between cells Tight Junction / Occluding Junction - Prevent free passage of substances across epithelium by fusing adjacent cell membranes together Hemidesmosome- Anchors keratin Intermediate Filament to basement membrane
Hence, the correct answer is B (B). Basal layer of epidermis has maximum no. of desmo-somes. It also contains hemi-desmosomes. The basal lamina lies just below this zone. This area is called stratum basale. Stratum spinosum consists of polyhedral cells with many short spines on their surface. These spiny projections represent tonofilaments attached to the desmosomal plaques at the sites where they join neighboring cells. In electron microscopy these appear like little ""desmosomes"" and hence the name ""stratum spinous"". Cells have large nuclei but few organelles. There are numerous mitochondria near the nucleus. Melanocytes present here transfer melanin granules into surrounding keratinocytes. Stratus gran"
B,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Which of the following is not removed in radical neck dissection
Options:
A) Sternocleidomastoid muscle
B) Digastric muscle
C) Spinal accessory nerve
D) Internal jugular vein
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g. The digastrics muscle is spared in modified Radical Neck Dissection (MRND)
Hence, the correct answer is B (Digastricus muscle). (Note : Modified radical neck surgery preserves SCM, IJV & spinal accessory nerve).
The main difference between RND and MRND lies in preservation of CN XI, internal jugular veins and sternocleido mastoids muscles.
Modified Radical Neck Surgery - Preservation of one or more structures that are sacrificed during classical RND.
Types of Modified Radical Neck Surgeries

Supra-omohyoid neck dissections - Preserves all three major neurovascular bundles (CN XII, IX, X, XI; IJV; SCM), but sacrifices level VI lymph nodes.
Lateral neck disections - Preserve levels II to IV lymphatics with sacrifice of level V lymphatics.
Posterior triangle dissections (PND) - Sacrifice level V nodal basin while preserving levels I through IV.
Anterolateral neck surgeries - These include selective neck disfections which preserve specific anatomic areas such as submandibular triangles, anterior compament of neck etc.

Key Concept:
In contrast to classic radical neck dissection where all the lymphatic drainage of the upper neck is removed en bloc along with the"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: A 68 years old man had severe chest pain. The patient died on the way to the hospital. In the hospital, at autopsy tetrazolium chloride staining of the hea was done. What will be the color of ble myocardium?
Options:
A) Red
B) Blue
C) Dark brown
D) Pink
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g. i.e. (Dark Brown): (2-8 - Basic pathology 8th)* Tetrazolim salt is reduced by dehydrogenase enzymes in living cells producing formazan crystals which can be seen under microscope* This method has been used to detect infarcted areas of heart muscle after an attack of angina pectoris**Infact area appears dark blue because it contains dead tissue with no enzyme activity*** Infarcts appear red due to haemorrhage and infiltration of inflammatory cells* Myocardial infarction may also occur without occlusion of coronary arteries eg rupture of dissecting hematoma into interventricular septum causing sudden death.* Acute MI shows contraction band necrosis* Chronic MI show fibrous scar formation* Coagulative necrosis occurs in endocardium & epicardium but not in midmyocardium
Hence, the correct answer is C (Dark brown). (Ref: Textbook of Pathology HARSH MOHAN 6th edition page no. 37)Myocardial IschemiaIschemic injury results when blood flow to cardiac myocytes falls below a critical level that compromises their ability to generate ATP.In most cases, this is caused by obstruction of one of the three"
C,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Latest drug reccntly approved for Amyotrophic Lateral sclerosis is?
Options:
A) Piracetam
B) Ceftriaxone
C) Edaravone
D) Doxycycline
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g C i.e., (Edaravon) (171- KDT6th)* EDARAVONE - recently approved by FDA in USA to slow down progression of ALS* Riluzole is currently the only drug that has been shown to prolong survival in patients with amyotropic lateral sclerosis**Amyotrophic lateral sclerosis (ALS), also known as Lou Gehrig's disease, Charcot disease, motor neuron disease, progressive muscular atrophy, neurogenic atrophy etc.* It is an incurable degenerative neuromuscular disorder which causes muscle weakness & wasting due to loss of upper and lower motor neurons*** The most common cause of death is respiratory failure secondary to diaphragmatic paralysis* Diagnosis is based on clinical history, physical examination, EMG studies and MRI scans* There is no cure but treatment can help extend life expectancy and improve quality of life* Treatment includes riluzol, edavarone, coicosteroids, anti-inflammatory agents, nutritional suppo, physiotherapy, occupational therapy, speech therapy, pain control, psychological support, mechanical ventilation, gastrostomy tube feeding, tracheostomy, antibiotics, antifungal drugs, bronchodilators, oxygen supplementation, antidepressants, benzodiazepines, clonaz"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: The given below device is/used for:
Options:
A) Pneumatic compression stocking
B) Varicose vein
C) Hypothermia
D) Cellulitis
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 gans of treatment include elastic stockings, intermittent pneumatic compres- sion devices (IPC), sclerotherapy, endovenous ablation techniques such as radiofrequency closure, laser therapy, surgical ligation and stripping, and phlebectomy. Stockings can be used to prevent venous stasis in patients with high risk factors for DVT. They work by providing graduated pressure that increases distally and decreases proximally. This helps push blood toward the hea while preventing it from pooling in the legs. IPCs also help reduce the incidence of postoperative thromboembolism by simulating normal muscle pump action. These devices apply sequential cycles of inflation followed by deflation on the lower extremities. Sclerosing agents cause endothelial damage when injected into varicosities. Endovenous methods involve using heat generated by either radio frequency energy or lasers to close incompetent veins under ultrasound guidance. Surgical removal of superficial varices has been shown to improve symptoms but does not decrease recurrence rates compared with noninvasive treatments. Ref: Schwaz's principle of surgery 9th edition Chapter 16.
Hence, the correct answer is A (Pneumaticcompression stocking). (Ref: Schwartz's principles of surgery - 9/e p1727)
"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Syndrome which is characterized by 2X chromosomes and 1Y chromosome is:
Options:
A) Kleinfelter syndrome
B) Down syndrome
C) Turner syndrome
D) Marfan syndrome
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 ganshree
Hence, the correct answer is A (Kleinfelter's syndrome). (Ref: Nelson textbook of pediatrics 20th edition page no- 610)KLEINFELTER'S SYNDROME* It occurs in males with an extra X chromosome.* The karyotype is usually XXXY but can be XXYY, XYXY, or even more complex.* Affected individuals have tall stature; hypergonadotropic hypogonadism; small testes; hyalinized seminiferous tubules; azoospermia; gynecomastia; infertility; learning disabilities; behavioral problems; and increased risk of autoimmune disorders such as diabetes mellitus type I, thyroid disease, thrombocytopenic purpura, rheumatoid ahritis, Sjögren syndrome, lupus erythematosus, and ulcerative colitis.KLINEFLETTERS SYNDROMEClinical Features:* Tall stature* Hyper gonadal hypeension * Small penis & scrotum* Gynaecomasia* Infertility* Learning disability* Behavioral problemDiagnosis:* KaryotypingTreatment:# Gonadectomy# HRT
Hormone Replacement Therapy (HRT)* Estrogen replacement therapy to prevent"
D,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: A 20 years old female came with complaints of headache, vomiting and decrease in movement of right leg. In the past, she had episodes of violent and aggressive behaviour and abdominal pain. Which of the following is the most probable diagnosis?
Options:
A) Conversion disorder
B) Mitochondria disorder
C) Acute inflammatory demyelinating, paralysis
D) Acute intermittent porphyria
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g D i.e. (Acute Intermittent Porphyria) (135-36 - H17th / 1207-H18th)* The clinical features described in this patient suggest an acute attack of acute intermittent porphyrin* Most common cause of neurological symptoms due to abnormal synthesis of heme**Clinical Features of Acute Attack of Porphyrins1. Neurological:- Headache, nausea & vomiting, Abdominal colic, Seizures, Muscle weakness, Peripheral neuropathy2. Psychiatric:- Depression, Anxiety, Hallucination3. Autonomic:- Tachycardia, Hypertension, Sweating, Flushing, Urinary retention, Constipation4. Gastrointestinal:- Nausea, Vomiting, Abdo. Pain5. Musculoskeletal:- Myalgias, Arthritis6. Skin:- Photosensitivity, Hyperpigmentation*** Diagnosis can be confirmed by measuring urinary levels of uroporphobilinogen (Urobilinogen)***, coproporphyrin III**, delta-Aminolevulinic acid **(ALA), protoporphyrine IX ***Treatment includes administration of glucose IV, hematin, heme arginine, hemo succinate etc.* DOC ="
D,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: The commonest cause of occipitoposterior position of fetal head during labor is:
Options:
A) Maternal obesity
B) Multiparity
C) Deflexion of fetal head
D) Android pelvis
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g
Hence, the correct answer is C (Deflexion). (Ref: Williams Obstetrics 23rd edition page 548-549; Dutta Textbook of obstetrics 6th ed pg no 365)
Occipito posterior position

The most common malposition encountered in labour is that of occipto-posterior presentation which occurs in approximately 8% cases.

Causes:

1. Fetal factors - deflected chin, small biparietal diameter, post mature fetus with large soft skull, face to pubis delivery.
2. Pelvic factor - android type pelvis, narrow subpubic arch, flat sacrum, marked anterior concavity of side walls of inlet.
3. Malpresentation due to uterine anomaly - bicornuate uterus, septate uterus.


Clinical features:


FHS shows irregular rhythm and variable decelerations.
Pelvimetry reveals short transverse diameter of pelvic outlet.
USG confirms diagnosis by showing biparietals parallel to long axis of spine.
In late pregnancy, it may be diagnosed clinically if there is difficulty in palpating the presenting part through abdominal examination.


Management


Conservative management - If membranes have ruptured, give prophylactic antibiotics and continue expectant management.
If membranes intact,"
D,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Which of the following anticholinergic agent does not cross the blood brain barrier?
Options:
A) Glycopyrrolate
B) Atropine
C) Hyoscine butylbromide
D) Hyoscine hydrobromide
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g A i.e., Glycopyrollate
Hence, the correct answer is A (Glycopyrролате). (Ref: KDT 6/e p107)
Antimuscarinic drugs with low CNS penetration - Glycopyrronium bromideQ, Oxybutynin Q, Solifenacin succinate Q, Tolterodine tartrate & Torsemide
Drugs which do not penetrate BBB - Physostigmine, Neostigmin, Pyridostigmini, Edrophonium, Galantamine, Ambenonium, Echothiophate iodide, Diisopropflorfluorphate, DFP, Parathion, Malathion etc.
Drugs that can be used in glaucoma without causing mydriasis - Pilocarpine, latanoprost, bimatoprost & travoprost
Drug of choice to reverse M3 receptor mediated side effects like dry mouth, urinary retention, tachycardia caused by muscuranic antagonists - Physotigmine
Drug of choice for atropine poisoning - Physosignnine
Atropine is drug of choice in organophosphate poisoning because it has high affinity for M1 receptors present"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Which of the following nerve root is the control center for the stapedial reflex?
Options:
A) Superior olivary complex
B) Lateral lemniscus
C) Inferior colliculus
D) Medial geniculate body
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g A (Superior olivory complex). (See APPENDIX- below for details on ""AUDITORY PATHWAY"")The superior olivaries receive input from both ears and project to lateral leminiscus which in turn projects to inferior colliculiStapes footplate vibrates when sound waves reach it through middle ear cavity causing ossicles vibration.The vibrations are transmitted by oval window into inner ear where they set up pressure changes that travel along scala vestibule towards round window. The movement of fluid causes deflection of basilar membrane and this sets up shearing forces between endolymph & perilymph - these cause depolarization of hair cells in organ of corti.This leads to generation of action potentials in auditory nerves which pass via cochlear nuclei to superior olives.Superior olive receives inputs from both sides and sends output to ipsilateral and contralateral side.Laterally projecting fibers form medial longitudinal bundle while medially projected fibres join the ventral division of medial geniculatus bodies.Auditory pathway* Auditory receptors - Organ of Corti.* First order neurons - Cochlea axons forming the eighth cranial nerve.* Second order neuron - Dorsal and Ventral cochlear nucleus send their axon to different areas1"
B,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Absolute refractoriness of a neuron is due to?
Options:
A) Closure of activated Na channels
B) Closure of inactivated Na channels
C) Hyperpolarization of CI channels
D) Opening of rectifier K + channels
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g B i.e., Closure of Inactive Na+ channelRefractory period - The time during which an action potential cannot be elicited by another stimulus applied at that pointQ.The duration of AP can be divided into three phases :Refractory periods (absolute & relative), Recovery phaseAbsolute Refractory PeriodThe absolute refractory period begins with the depolarisation threshold and ends when repolarisation reaches approximately -55 mV.This corresponds to closure of voltage gated sodium channelsQ.Relative RefractivityPeriodIt stas after completion of repolarization (-55mV) and lasts until membrane potential returns to resting level (~70mV).During this period, if strong enough subthreshold stimuli are delivered, they may elicit a second action potential before full recovery occurs.Recovery PhaseThis is the final stage of repolariation where there is return of RMP.Resting membrane potential is reached when all ion channels have returned to their normal state.
Hence, the correct answer is B (Closure of inactivate Na channels). (Ref: Ganong's Review of Medical Physiology 23rd/ pg 50-51; Guyton physiology 11th/pg 56)
Hence the correct Answer is B ((Closure of inactive Na+ channnels). ("
D,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Which of the local anesthetic agent can be given in liver failure cases?
Options:
A) Articaine
B) Lignocaine
C) Bupivacaine
D) Benzocaine
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g Articaine is metabolized by ester hydrolysis to O-toluidine which is then conjugated with glucuronic acid (phase II metabolism). This makes it safe to use in patients with hepatic insufficiency.

Ref : Miller's anesthesia 8th edition Pg no : 845-846
Hence, the correct answer is A (Articainae). (Ref: Miller's Anesthesia 8/e p845-46; Morgan & Mikhail's Clinical Anaesthesiology 5/e p214)
The most common cause of death after bupivaca ine overdose is ventricular tachycardia. The drug should never be used alone for spinal anaesthesia because of its high potency and potential toxicity. It has been implicated in several cases of seizure activity during general anaesthesia. Intraoperative seizures have also occurred when bupiva caine was added to morphine for epidural analgesia. Seizures may occur at plasma concentrations between 3 and 6 mg/L. Intravenous lipid emulsion has been repoed to reverse bupi v acaine-induced cardiac arrest successfully. However, this treatment modality remains experimental and requires fuher study before widespread adoption.
Lidoca ine is primarily eliminated unchanged"
D,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Enlargement of the blind spot occurs in which of the following
Options:
A) Primary open angle glaucoma
B) Diabetic macular edema
C) Optic nerve hypoplasia
D) Papilledema
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g Enlarged Blind Spot is seen in optic neuritis (optic atrophy), papilloedema, retinitis pigmentosa, CRAO & CRVO.
Hence, the correct answer is D (Papilledema). (Ref : Parson's disease of eye -20th edition page no- 310)
The normal size of blind spot is approximately 5° x 3 mm. The upper border lies on horizontal meridian; lower border is slightly below it. It extends medially up to the temporal fixation point and laterally till the nasal edge of disc. In case of enlarged blind spots, there will be an increase in its vertical diameter with loss of sharpness of margins. This may occur due to swelling of the retina around the disc such as papillomacular oedema or tractional changes like those occurring in retinal detachment. An enlarged blind spot can also result when the fibres passing through the inferior part of the optic nerve head have been damaged by compression of the nerve against the scleral rim, e.g., in severe papillophlebitis or raised intraocular pressure. A large blind spot may cause difficulty in reading fine print but does not affect colour vision. Visual acuity remains unaffected unless the lesion enc"
B,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Percentage of surgical site infection in patients with clean contaminated wound after prophylactic antibiotic?
Options:
A) 1-2%
B) <10%
C) 10-20%
D) 20-30%
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g B i.e., <10% Prophylaxis is indicated when there is high risk of postoperative infections (eg. GI surgery). The antibiotics should be staed within one hour before incision time & continued until at least 24 hours after operation. Antibiotics used include Cefazolin/cefuroxime + Metronidazole
Hence, the correct answer is B (<10%). (Ref: Sabiston Textbook of Surgery, 18th ed; pg no. 1899)
Percentage of Surgical Site Infection (SSI)

Clean Wound - <0.5%

Contaminated Wound → 3-6%

Dirty / Infected Wound – >15%

Note : SSI rates have been reduced by 50% since 1997 due to implementation of guidelines.

Guidelines

Proper hair removal using clippers rather than razors
Shaving must occur ≤ 24 hrs prior to surgery
Antibiotic Prophylactics
Use of sterile gloves & gowns
Avoidance of entry into hollow viscus unless absolutely necessary
Drain placement based on expected amount of blood loss
Closure technique that minimizes dead space
Wound closure without tension
Appropriate use of drains
Post-op care
Early"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: A psychiatrist is not posted at:
Options:
A) PHC
B) Military hospitals
C) District hospitals
D) Hospitals with medical colleges
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g. The number of psychiatrists in India is very low (1 per 2 lakh population). They are mostly concentrated in big cities and teaching institutions. There is no psychiatrist available in most primary health centers. In fact there is one psychiatrist for every 10-15 million people in our country. This has resulted in lack of psychiatric care to majority of patients who need it. It is estimated that less than 5% of all mentally ill persons receive treatment. Most of them do not have access to mental health services because they live far away from urban areas where such facilities exist. Even those living near these places cannot afford the cost of consultation which may be out of their reach. Many others fear stigma associated with seeking help for mental illness. As a result many cases go untreated and suffer silently. Ref: Park's Textbook of Preventive Medicine; 21st edition; Page no: 71
Hence, the correct answer is A (PHC). (Ref: Park - 22nd edn pg 72)
The number of Psychiatrist in India : 1/2000000
No. Of Psychiatric beds /10000 Population : 3
Total No. Of Mental Health Beds /100000 Population : <20
Mental Illness"
D,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: A 45 years old patient presented with complaints of pain in abdomen and menorrhagia. Endometrial biopsy was normal and sonogram of uterus showed diffusely enlarged uterus with no adnexal mass. What is the diagnosis?
Options:
A) Fibroid uterus
B) Endometritis
C) Endometriosis
D) Adenomyosis
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g. The most common cause of abnormal uterine bleeding (menorrhagias) after age 40 is endometrial cancer; however, it can also be caused by fibroids, polyps, adenomyosis, infection, thyroid disease, blood clotting disorders, tumors outside the reproductive tract, and medications such as tamoxifen, anticoagulants, antidepressants, and steroids. In this case since there is diffuse enlargement of uterus without an adnexa mass, the likely diagnosis would be adenomyositis which refers to growths of ectopic endometrium within myometrium. It occurs more commonly between ages 35-50 yrs. Symptoms include dyspareunia, pelvic pressure/ heaviness, painful menses, increased menstrual flow, prolonged periods, heavy intermestrual bleeding, infertility, preterm labor, postpaum hemorrhage, and premature delivery. Diagnosis is made on histological examination of hysterectomy specimen. Treatment includes GnRH agonists, progesterone therapy, danazol, Mirena IUD, and surgery (hysterectomy).
Hence, the correct answer is D (Adenomyasis). (Ref: Textbook of Gynecology Sheila Balakrishnan 2nd edition"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Which of the following is considered as high risk infant?
Options:
A) Working mother
B) Antenatal preeclampsia
C) Third child
D) Twins
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g. (Antenatal Preeclamspia) (Ref Park's Textbook of PSM 22nd /pg 528)* High Risk Infants - Babies born to mothers with antepartum complications such as diabetes mellitus, hypertension, eclampsia, anaemia etc.* Low birth weight babies* Premature infants* Small for gestational age infants* Sick newborns* Multiple births* Stillbirths*** Neonates who have been exposed to teratogens in utero**Infant mortality rate = No. of deaths during first year/No. of live bihs x1000
Hence, the correct answer is B (Antenantal preeclampsa). (Ref: Park's textbook of Preventive and Social Medicine 23rd edition page no. 532 table-20.1)
The WHO classification of low-bih-weight baby is <2500 g irrespective of the duration of pregnancy. The Indian Council of Medical Research has classified LBW as all those neonates weighing less than 2.5 kg at birth regardless of their gestation period. A preterm baby is one bom before 37 completed weeks of gestation. An appropriate-for-gestational-age (AGA) baby weighs between the 10th"
C,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Cells affected in glaucomatous optic neuropathy are:
Options:
A) Amacrine cells
B) Bipolar cells
C) Ganglion cells
D) Rods and cones
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g C i.e., Ganglionic cell
Hence, the correct answer is C (Ganglion cells). (""The ganglion cell layer of retina is most vulnerable to damage by raised intraocular pressure"")- Parson's diseaseQ - Glaucoma is characterized clinically by an enlarged cupped disc with thin neuroretinal rim & visual field defects. The pathogenesis involves loss of retinal nerve fiber layer due to ischemia caused by increased IOP which damages axons of the ganglion cellsQ. It may also be associated with changes in blood-aqueous barrier permeability that allow proteins such as albumin to leak into aqueous humor. This protein leakage can lead to secondary open angle glaucoma. In addition, there is evidence suggesting that trabecular meshwork endothelial cells play a role in regulating aqueous outflow through active transport mechanisms involving Na+/K+ ATPase pumps. These pumps require energy derived from glucose metabolism; therefore, hypoxia induced by elevated IOP could impair aqueous drainage. Finally, recent studies have shown that matrix metalloproteinases produced by astrocytes within the lamina cribrosa contribute to degradation of extracellular matrix components surrounding the optic nerve head, thereby facilitating its collapse under high IOP."
D,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question:. The most common fungal infection in the neonates transmitted by caregiver's hand is:
Options:
A) Candida albicans
B) Candida glabrata
C) Candida tropicalis
D) Candida parapsilosis
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 gans causing candidiasis include C.albicans (most frequent), C.tropicalis, C.parapsilosi s,and less frequently C.krusei and C.glabrata. Infection with these fungi may be acquired through direct contact of skin lesions with contaminated hands or fomites; inhalation of conidia; ingestion of organisms present on food, water, or dust; or hematogenous spread from an infected site such as the gastrointestinal tract. Most cases of systemic disease occur in immunocompromised patients, paicularly those who have undergone bone marrow transplantation or chemotherapy. However, invasive infections also develop in premature infants and full-term newborns, especially when they receive prolonged intravenous therapy. Ref Harrison20th edition pg 1258
Hence, the correct answer is D (Candida parapislovis). (Ref: Ananthanarayan 9th ed/pg 609-610)
The most common cause of oral thrush in HIV positive patient is - Candida Albicans
The most likely organism to produce fungemia in IV catheterized preterm infant is -  Candida Parapsiliosis
Most common species isolated from blood stream infection in neutropenic host is - Candida albican
M"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: A Young Male complained of intermittent pain, swelling and discharge at the base of spine. He also had episodes of fever and repeated abscesses that had burst spontaneously, in recent past. By occupation, he is a jeep driver. On physical examination, diagnosis of pilonidal sinus was made. Which flap-based procedure is used for pilonidal sinus surgery?
Options:
A) Rhomboid flap
B) Circular flap
C) Free flap
D) Rotational flap
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
  
Explanation: Pilonidal disease is an acquired condition caused by hair penetration into subcutaneous tissue. It occurs most commonly on the natal cleft (intergluteal fold). The treatment depends upon severity of symptoms. Excision with primary closure can be done if there is no evidence of acute infection. If it's infected then excise all tracts and lay flaps to heal by secondary intention. Flap based procedures include Z-plasty, Limberg-flap, Karydakis-flap and Bascom-flap. Ref : Bailey & Love's Sho Practice of Surgery,E25,Page-1239
Hence, the correct answer is D (Rotational flap). (Ref : Bailey and love 26th/e p 1218)
Note - In this case we have multiple answers which could be right but since rotational flap is mentioned specifically so I am going ahead with it.
Also know - Other surgical management techniques includes:

Excision and Primary Closure

This technique involves complete removal of the entire tract followed by immediate closure of the defect using sutures.

The main disadvantage of this method is recurrence due to incomplete drainage of the underlying track.

Flap Based Procedures

These involve creating a new skin flap overlying the wound site after excising the"
D,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Sensory supply of cornea is by?
Options:
A) Infraorbital nerve
B) Supraorbital nerve
C) Infratrochlear nerve
D) Nasolacrimal nerve (probably printing mistake - probably Nasociliary nerve).
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g Ans. D. Nasocillary nerveNasociliary branch of ophthalmic division of trigeminal nerve supplies sensory innervation to most of the structures in orbit except lacrimal sac &amp; lateral wall of nasopharynx.Sensory Innervations of OrbitStructures suppliedOculomotor NerveLateral surface of upper eyelidMedial rectus muscleLevator palpebrae superiorisOblique muscleSphenoid sinusSuperior orbital fissureTrochleaOptic canalOphthalmic ArteryAnterior ethmoidal branchesFrontal lobe of brainMiddle ethmoid air cellsUpper part of nasal septumFloor of anterior cranial fossaSupratrochlear arteryInfraorbitoral BranchesInferior RectusMuscleMental ForamenLower LidOf Orbital FloorOrbital Surface Of Zygomatic BoneMaxillary Division of TrigeminarNasal BranchesGreater PalatineForaminaZygomaticotemporalBranchesSkin over zygomaTemporal regionZygomatofacialBranchesCheek skinTrigeminal GanglionGasserian ganglionRootsThree divisions of trigemineralveolar nervesPostganglionic fibersParasympathetic secretom"
C,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: A patient came with history of joint pain and fever for one week. For which the patient took NSAIDS foilowing which he developed rash and hyperpigmentation on nose. What is the most likelv diagnosis?
Options:
A) Dengue
B) fixed Drug eruption
C) Chikungunya
D) melasma
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g. (b) Fixed drug eruptions* The lesions may be precipitated by exposure to sunlight.* They usually consist of erythematous macules that become vesicular in some cases; they heal without scarring but leave postinflammatory pigmentation.* Lesions can occur anywhere on the body except the palms and soles.* Recurrences at exactly the same sites are common.* In children, FDEs often resemble urticaria or contact dermatitis.* Patients should avoid drugs known to cause this reaction, including phenothiazines, barbiturates, sulfonamides, nonsteroidal anti-inflammatory agents, and tetracyclines.* Topical corticosteroids applied early after an episode will reduce its severity and duration.* Systemic steroids have no role in treatment.
Hence, the correct answer is B (fixed Drug eruption). (a) dengue (c) chikungunuya (d) melasama are ruled out here because there was use of nsaid prior to onset of symptoms. (e) stevens johnson syndrome is also ruled out since it occurs within hours of taking medication.
Harrison's principles of internal medicine 18th edition page no 3105 table 10-1
Harrison'"
B,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Which focal length in the objective piece of microscope is commonly used for ear surgery?
Options:
A) 100mm
B) 250 mm
C) 450mm
D) 950 mm
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 gans Microscope Objective Lenses The most common magnification power available with an otologic operating microscope is x10-15 (objective lenses). However, higher powers such as x20 can be obtained by using additional eyepieces. In general, lower-power objectives allow more working space than do high-powered ones. For example, when using a x5 objective lens, there will be approximately 6 cm between the front surface of the objective and the stage; this distance decreases to less than 2 cm when using the highest powered objective. A low-magniﬁcation system also allows better illumination of the surgical site because it requires less light intensity at the objective. The ﬁnal image size on the retina depends upon both the objective magniﬀcations and the oculars. Most microscopes have two sets of ocular lenses that may be interchanged. These usually include x8 and x12 ocular pieces. When combined with the objective lenses, these produce total magnifications ranging from x40 to x180. The focal lengths of the various objective lenses vary considerably. Those designed speciﬁcally for otology typically range from 200 to 400 mm. This means that they must be placed very close together if one wishes to obtain"
